@relation AAC
@ATTRIBUTE x1 REAL
@ATTRIBUTE x2 REAL
@ATTRIBUTE x3 REAL
@ATTRIBUTE x4 REAL
@ATTRIBUTE x5 REAL
@ATTRIBUTE x6 REAL
@ATTRIBUTE x7 REAL
@ATTRIBUTE x8 REAL
@ATTRIBUTE x9 REAL
@ATTRIBUTE x10 REAL
@ATTRIBUTE x11 REAL
@ATTRIBUTE x12 REAL
@ATTRIBUTE x13 REAL
@ATTRIBUTE x14 REAL
@ATTRIBUTE x15 REAL
@ATTRIBUTE x16 REAL
@ATTRIBUTE x17 REAL
@ATTRIBUTE x18 REAL
@ATTRIBUTE x19 REAL
@ATTRIBUTE x20 REAL
@ATTRIBUTE class 	{1,2,3,4,5,6,7}


@DATA
6.51921,3.37602,3.95809,5.00582,6.05355,5.82072,1.74622,8.49825,5.00582,11.2922,1.51339,4.77299,3.95809,3.2596,3.02678,8.14901,6.28638,6.51921,1.51339,3.72526,5
7.034,3.39977,3.75147,4.10317,5.39273,5.6272,1.28957,7.7374,6.09613,9.61313,1.4068,4.10317,5.39273,2.69637,2.4619,8.7925,7.50293,7.15123,1.7585,4.68933,5
5.90962,3.93975,3.93975,4.40324,6.25724,5.79374,1.73812,8.45886,4.98262,9.96524,2.20162,5.21437,5.21437,2.66512,3.82387,7.76362,5.44612,7.06837,1.73812,3.47625,5
5.38556,3.54957,3.91677,4.77356,6.36475,5.75275,1.59119,9.42472,5.01836,9.79192,2.57038,5.87515,5.26316,2.93758,3.91677,8.32313,4.03917,6.36475,1.71359,3.42717,5
5.9789,3.98593,3.98593,4.10317,5.74443,5.39273,1.64127,8.7925,5.39273,9.8476,2.22743,5.50996,5.50996,2.34467,3.8687,7.97186,5.04103,7.15123,1.7585,3.75147,5
6.10599,3.57143,3.80184,4.49309,5.99078,5.64516,1.6129,9.21659,5.29954,10.2535,2.41935,5.64516,4.95392,2.53456,4.14747,8.06452,4.49309,6.45161,1.84332,3.45622,5
6.30531,3.4292,4.20354,4.31416,5.86283,6.30531,1.65929,9.0708,5.0885,9.29204,2.54425,5.30973,4.97788,3.65044,4.20354,7.30088,4.75664,6.52655,1.88053,3.31858,5
5.23322,3.75427,3.6405,4.66439,5.68828,6.25711,1.59272,9.55631,4.20933,10.9215,2.38908,5.34699,5.46075,2.95791,3.9818,7.50853,5.23322,6.02958,1.70648,3.86803,5
5.56818,3.86364,3.40909,4.88636,6.02273,6.25,1.70455,9.20455,4.31818,11.0227,2.27273,5.68182,5.22727,2.5,4.54545,7.27273,5,5.79545,1.81818,3.63636,5
5.66038,3.88457,3.6626,4.43951,6.21532,6.54828,1.66482,8.99001,4.77248,10.2109,2.55272,5.66038,5.32741,2.33074,4.43951,7.65816,4.99445,5.99334,1.55383,3.44062,5
5.33333,3.51515,3.39394,4.60606,6.18182,5.93939,1.93939,9.45455,4.60606,10.0606,2.42424,5.93939,5.33333,2.42424,3.87879,9.21212,4.48485,6.18182,1.69697,3.39394,5
5.13699,3.76712,3.65297,5.02283,6.16438,5.82192,1.71233,9.13242,4.3379,11.0731,2.16895,5.59361,5.47945,2.39726,4.45205,7.6484,4.79452,6.39269,1.82648,3.42466,5
5.07166,3.74862,3.85888,4.41014,6.06395,6.1742,1.76406,9.04079,4.63065,11.0254,2.42558,5.51268,5.51268,2.53583,4.18964,7.828,4.96141,6.06395,1.76406,3.41786,5
5.00569,3.75427,3.86803,4.66439,6.25711,5.68828,1.82025,9.44255,4.77816,10.4664,2.27531,5.11945,5.34699,2.84414,3.9818,7.96359,5.11945,6.14334,1.93402,3.52673,5
5.42453,4.12736,3.89151,4.59906,6.13208,5.3066,1.65094,9.90566,4.71698,10.8491,2.47642,5.07075,5.3066,2.71226,4.36321,7.31132,4.83491,5.89623,1.88679,3.53774,5
5.36585,3.78049,3.53659,4.7561,6.34146,5.73171,1.58537,9.5122,4.87805,9.63415,2.68293,5.60976,5.12195,3.29268,3.90244,7.68293,4.87805,6.21951,1.70732,3.78049,5
6.20253,3.67089,3.67089,4.43038,6.20253,5.94937,1.77215,9.24051,4.68354,10,2.27848,6.20253,5.18987,2.91139,3.67089,8.10127,4.43038,6.32911,1.77215,3.29114,5
5.62572,3.90356,3.67394,4.59242,6.31458,6.08496,2.06659,9.07003,4.70723,10.2181,2.29621,4.59242,5.51091,2.52583,4.13318,8.03674,5.28129,6.19977,1.37773,3.78875,5
6.12981,4.08654,3.84615,3.96635,6.12981,6.00962,1.80288,8.89423,4.6875,9.61538,3.00481,5.40865,5.28846,3.00481,3.72596,6.97115,5.28846,6.25,2.04327,3.84615,5
5.6338,4.22535,3.71319,4.86556,5.76184,6.27401,1.28041,9.34699,4.9936,10.4994,2.68886,4.73752,5.12164,2.8169,4.09731,7.8105,4.9936,5.88988,1.66453,3.58515,5
4.82759,3.7931,3.21839,4.36782,5.63218,6.09195,1.83908,9.31034,4.48276,10.3448,2.75862,5.4023,5.28736,3.21839,3.21839,8.50575,5.28736,6.66667,1.72414,4.02299,5
5.27523,3.89908,3.66972,4.58716,6.07798,5.84862,2.1789,8.94495,4.93119,9.63303,2.63761,5.16055,5.04587,3.09633,3.09633,8.48624,5.50459,6.5367,1.83486,3.55505,5
6.74286,3.65714,4.8,4.8,5.71429,5.02857,1.82857,8,5.82857,10.1714,2.51429,4.57143,5.94286,2.28571,4.68571,7.54286,4.57143,7.08571,1.48571,2.74286,5
6.45161,3.74194,2.83871,4.90323,5.93548,5.54839,1.93548,8.64516,4.25806,9.41935,3.22581,5.54839,4.51613,3.09677,3.22581,8.77419,6.19355,5.67742,1.80645,4.25806,5
6.68449,3.74332,3.87701,4.67914,5.61497,5.34759,1.3369,8.28877,4.14439,10.1604,3.34225,5.74866,4.41176,2.80749,4.0107,8.95722,4.94652,6.68449,1.47059,3.74332,5
6.86275,3.5014,2.80112,4.90196,6.58263,5.32213,1.68067,7.14286,4.06162,11.2045,2.38095,5.46218,5.46218,3.08123,4.06162,7.56303,4.90196,6.72269,2.10084,4.20168,5
6.88073,2.84404,3.57798,4.49541,5.87156,5.68807,1.74312,6.88073,5.3211,9.81651,2.29358,4.0367,5.3211,3.76147,4.58716,7.88991,5.77982,7.61468,2.11009,3.48624,5
6.28707,3.79597,3.08422,4.15184,5.81257,6.52432,1.66074,7.23606,4.03321,11.1507,2.60973,5.21945,6.04982,3.67734,3.55872,7.71056,6.16845,5.81257,2.01661,3.44009,5
6.75513,3.9807,3.25694,4.10133,6.39324,6.27262,1.93004,7.23764,4.34258,10.2533,2.6538,5.06634,5.66948,3.86007,3.13631,7.47889,6.15199,6.03136,2.17129,3.25694,5
6.16062,3.41034,4.62046,3.52035,6.05061,6.49065,1.65017,6.93069,4.29043,10.451,2.31023,5.50055,4.73047,4.40044,3.19032,7.81078,5.39054,7.48075,1.9802,3.63036,5
7.1934,3.77358,3.89151,3.65566,6.25,7.31132,1.65094,6.83962,3.89151,10.7311,1.88679,4.24528,5.18868,4.12736,3.53774,7.66509,6.01415,6.7217,2.35849,3.06604,5
6.34731,3.83234,3.23353,4.19162,5.50898,6.22754,1.55689,6.94611,3.83234,11.018,2.27545,4.79042,5.50898,3.59281,4.67066,8.14371,5.38922,6.82635,2.15569,3.9521,5
6.87237,3.08555,3.08555,4.20757,6.03086,6.45161,1.96353,6.45161,4.06732,11.7812,1.82328,5.04909,5.18934,3.08555,4.06732,9.11641,4.48808,7.01262,2.6648,3.50631,5
7.54717,3.6478,3.52201,3.89937,6.66667,6.16352,2.01258,6.28931,3.77358,11.195,2.13836,4.27673,5.53459,3.39623,4.15094,8.67925,5.03145,6.54088,2.01258,3.52201,5
7.30012,3.47625,3.47625,3.36037,5.33024,6.60487,1.62225,7.30012,3.47625,10.6605,1.96987,3.82387,5.79374,4.05562,4.17149,8.22711,6.48899,6.37312,1.96987,4.51912,5
7.10863,4.23323,3.35463,3.4345,5.43131,6.54952,1.35783,7.26837,3.27476,11.262,1.91693,4.55272,5.7508,4.07348,4.23323,8.6262,5.11182,6.46965,1.99681,3.99361,5
7.02247,3.79213,3.65169,3.37079,5.89888,6.03933,1.40449,6.74157,3.93258,10.2528,2.10674,3.51124,5.75843,3.65169,3.79213,9.69101,6.03933,6.74157,2.52809,4.07303,5
7.48201,3.88489,3.30935,3.30935,5.61151,6.04317,1.72662,7.6259,3.88489,11.0791,1.43885,4.89209,5.89928,3.88489,3.59712,8.48921,4.89209,7.19424,2.44604,3.30935,5
6.82095,3.89769,3.28867,4.26309,6.21194,6.45554,1.58343,6.82095,3.28867,10.7186,1.94884,5.11571,5.60292,3.89769,4.01949,8.28258,5.60292,6.69915,2.07065,3.41048,5
6.59091,3.97727,3.97727,3.97727,5.56818,6.13636,1.70455,6.59091,3.40909,11.1364,2.72727,3.86364,5.79545,3.86364,4.54545,7.61364,6.13636,7.04545,2.27273,3.06818,5
6.99541,3.66972,3.21101,4.47248,5.9633,6.42202,1.26147,7.11009,3.89908,10.8945,1.72018,4.58716,5.16055,3.66972,4.58716,7.91284,5.38991,6.30734,2.63761,4.12844,5
6.42939,3.67394,3.67394,3.67394,6.08496,6.77382,1.72216,7.00344,4.3628,10.2181,2.06659,4.82204,5.16648,4.24799,3.2147,8.84041,4.47761,7.80712,2.29621,3.44432,5
6.15735,3.76283,3.42075,3.07868,5.13113,7.18358,1.93843,6.95553,4.1049,10.9464,2.16648,4.90308,6.3854,4.21893,3.42075,8.20981,5.24515,7.41163,2.39453,2.96465,5
6.52174,3.54691,4.00458,3.89016,6.06407,6.52174,2.28833,7.20824,3.77574,10.7551,2.28833,4.91991,5.72082,3.66133,3.77574,8.81007,4.46224,6.63616,1.94508,3.20366,5
6.79953,3.8687,3.98593,4.10317,5.74443,7.034,1.99297,7.3857,3.39977,10.9027,2.22743,4.80657,5.15826,3.75147,4.10317,8.32356,4.5721,6.44783,1.99297,3.39977,5
8.04077,3.85051,3.51076,3.51076,6.34202,6.34202,1.812,8.26727,3.85051,9.96602,2.03851,3.39751,5.09626,4.19026,3.51076,9.28652,5.20951,6.90827,2.03851,2.83126,5
5.70388,3.2767,3.8835,3.39806,5.82524,6.79612,1.33495,6.5534,3.76214,10.0728,1.82039,4.36893,5.82524,3.8835,3.39806,10.3155,6.5534,7.64563,2.79126,2.79126,5
7.08061,3.81264,2.94118,3.81264,6.42702,5.22876,2.28758,7.29847,4.79303,10.7843,2.50545,4.90196,5.11983,4.90196,2.39651,9.36819,5.44662,6.31808,1.74292,2.83224,5
7.50894,3.81406,3.4565,3.69487,6.31704,5.24434,1.43027,7.15137,5.7211,11.7998,2.02622,4.5292,5.48272,3.69487,2.74136,7.9857,5.7211,6.43623,1.90703,3.33731,5
5.81395,3.72093,3.48837,3.95349,6.16279,5.34884,1.74419,8.72093,5.5814,11.7442,1.86047,4.4186,5.5814,3.48837,3.48837,8.37209,5.81395,5.46512,1.97674,3.25581,5
6.19048,3.57143,3.80952,3.45238,6.19048,5.11905,1.66667,8.09524,5.71429,11.1905,2.38095,4.64286,5.83333,4.04762,2.7381,8.33333,5.95238,6.19048,1.78571,3.09524,5
6.77201,3.49887,3.16027,4.28894,6.54628,4.85327,1.3544,7.90068,5.19187,12.4153,2.14447,4.85327,5.19187,4.17607,2.7088,7.90068,5.07901,7.11061,1.58014,3.27314,5
5.45455,4.09091,3.29545,3.63636,6.02273,5.56818,1.47727,7.27273,3.97727,11.25,2.15909,4.43182,5.22727,3.18182,4.20455,9.88636,6.47727,6.13636,2.5,3.75,5
5.74053,4.24799,3.55913,3.67394,5.85534,5.97015,1.95178,7.34788,4.13318,11.1366,2.1814,3.90356,5.28129,3.2147,3.67394,10.2181,5.51091,6.5442,2.41102,3.44432,5
6.52432,3.79597,3.67734,4.38909,6.40569,5.10083,1.54211,7.35469,4.74496,9.48992,2.4911,5.10083,5.81257,3.20285,3.55872,8.54093,5.21945,6.99881,2.13523,3.91459,5
5.47521,3.71901,4.02893,3.92562,7.64463,5.57851,1.34298,7.54132,4.23554,9.60744,2.37603,4.85537,5.06198,4.23554,3.40909,7.85124,6.19835,7.1281,2.06612,3.71901,5
5.79196,3.6643,3.90071,3.90071,7.2104,5.43735,1.30024,7.80142,4.84634,9.45626,2.71868,4.84634,5.08274,3.90071,3.5461,8.27423,5.79196,7.2104,1.89125,3.4279,5
5.72738,3.20733,3.66552,4.23826,6.9874,5.49828,1.26002,7.44559,5.04009,9.62199,1.83276,5.72738,5.72738,4.69645,3.09278,8.82016,4.5819,6.87285,2.1764,3.78007,5
6.26536,3.56265,2.82555,4.4226,7.24816,5.03686,1.59705,7.37101,5.40541,9.95086,2.2113,5.15971,5.52826,3.1941,2.7027,9.33661,6.14251,6.14251,2.08845,3.80835,5
5.86124,3.82775,3.11005,4.06699,6.9378,4.42584,0.837321,8.13397,4.42584,11.1244,2.39234,5.26316,5.50239,3.82775,3.4689,8.25359,5.86124,6.81818,1.67464,4.1866,5
6.22665,3.73599,3.73599,3.73599,6.97385,4.60772,0.871731,6.60025,4.73225,9.71357,2.61519,5.35492,5.23039,4.35866,3.36239,9.58904,5.97758,6.72478,2.24159,3.61146,5
6.96864,2.87456,3.39721,3.65854,5.92334,7.5784,1.56794,4.26829,3.48432,12.2822,1.30662,3.04878,6.5331,3.3101,4.44251,10.9756,5.74913,8.53659,2.26481,1.82927,5
5.85305,3.73599,3.61146,4.10959,6.97385,4.85679,0.871731,6.60025,4.73225,9.83811,2.73973,5.35492,5.23039,4.10959,3.23786,9.58904,6.47572,6.60025,2.11706,3.36239,5
5.17241,3.21839,3.67816,3.90805,6.43678,4.71264,1.49425,7.47126,5.17241,10.3448,2.18391,4.36782,5.28736,3.44828,3.56322,10.6897,5.86207,6.66667,2.18391,4.13793,5
5.77367,3.34873,3.81062,4.38799,6.46651,5.08083,0.923788,8.08314,4.84988,9.69977,1.96305,5.31178,4.84988,3.81062,3.69515,10.3926,4.61894,6.46651,2.42494,4.04157,5
6.95553,3.87685,3.76283,3.42075,6.15735,6.49943,1.59635,7.41163,4.33295,11.5165,2.16648,4.44698,5.13113,4.33295,4.1049,8.55188,4.33295,6.3854,2.05245,2.96465,5
6.28638,4.07451,3.02678,4.07451,6.51921,6.28638,1.51339,7.79977,3.2596,10.2445,2.32829,5.23865,5.70431,4.30733,3.60885,7.79977,5.47148,6.75204,1.97905,3.72526,5
7.11825,3.78875,3.78875,3.55913,6.19977,6.65901,2.29621,7.46269,4.13318,10.7922,2.64064,4.47761,5.28129,3.90356,3.2147,6.88863,5.85534,5.74053,2.52583,3.67394,5
6.26424,3.98633,3.07517,3.98633,6.15034,6.03645,1.82232,8.31435,3.64465,10.2506,2.05011,4.89749,5.80866,4.7836,3.41686,7.74487,5.80866,6.15034,2.3918,3.41686,5
6.27854,3.76712,4.22374,3.76712,6.621,6.50685,1.71233,8.33333,3.88128,10.0457,2.16895,4.3379,5.25114,3.99543,3.88128,8.44749,5.25114,6.05023,2.16895,3.3105,5
6.30202,3.68609,3.9239,3.68609,7.01546,6.42093,1.78359,6.42093,4.04281,9.27467,2.73484,4.63734,5.35077,3.44828,4.16171,8.44233,5.8264,6.89655,1.9025,4.04281,5
6.40732,2.89855,3.96644,3.7376,6.55988,6.86499,1.83066,8.00915,3.81388,9.30587,1.90694,4.65294,5.18688,4.11899,3.96644,8.23799,5.94966,6.78871,1.98322,3.81388,5
7.23026,4.00445,3.44828,3.67075,6.22914,6.00667,2.33593,8.23137,4.56062,9.56618,2.00222,4.78309,5.1168,3.44828,4.00445,8.3426,5.22803,6.34038,1.89099,3.55951,5
6.03949,3.83275,3.60046,3.9489,6.73635,5.69106,1.97445,7.43322,4.18118,10.1045,1.74216,4.87805,5.69106,3.83275,3.48432,9.29152,4.7619,7.43322,2.20674,3.13589,5
6.94935,3.41578,3.76914,3.65135,6.36042,6.71378,1.88457,7.42049,4.24028,9.89399,2.12014,4.47585,5.65371,3.76914,3.88693,8.71614,4.947,6.596,2.12014,3.41578,5
6.64962,3.83632,3.19693,3.70844,5.88235,7.03325,1.27877,7.16113,4.60358,10.7417,2.17391,4.4757,6.13811,3.58056,3.58056,7.92839,6.26598,6.64962,2.17391,2.94118,5
6.21404,3.79747,2.7618,4.14269,6.90449,6.90449,2.07135,7.01956,4.48792,10.0115,1.72612,4.83314,5.17837,3.10702,3.56732,8.74568,5.86881,6.90449,2.07135,3.68239,5
7.18475,4.10557,2.34604,3.66569,6.59824,5.57185,1.46628,6.8915,3.81232,10.5572,1.90616,5.57185,5.57185,3.95894,3.37243,9.53079,5.42522,6.8915,2.19941,3.37243,5
6.22618,4.19314,3.68488,4.7014,5.46379,5.33672,2.03304,9.4028,4.7014,10.1652,2.5413,5.46379,5.46379,2.5413,4.06607,7.36976,5.08259,6.60737,1.52478,3.43075,5
6.15785,3.46921,4.33651,3.98959,5.46401,5.7242,2.60191,9.4536,4.8569,9.88725,1.9948,6.50477,4.77016,3.38248,3.55594,7.63226,4.33651,6.67823,1.90807,3.29575,5
6.10687,3.81679,4.45293,4.07125,5.72519,4.83461,1.78117,9.79644,4.96183,10.1781,2.29008,6.10687,4.96183,3.18066,3.94402,7.37913,4.58015,6.87023,1.78117,3.18066,5
6.43275,3.89864,3.80117,4.38596,6.14035,5.94542,1.75439,8.77193,4.48343,10.7212,2.53411,5.36062,5.45809,3.02144,4.67836,6.82261,4.38596,6.82261,1.65692,2.92398,5
6.36704,3.62047,4.36954,4.24469,6.36704,5.36829,1.87266,9.73783,5.1186,9.86267,2.12235,6.11735,5.24345,2.87141,4.24469,6.74157,4.61923,6.11735,1.74782,3.24594,5
5.30973,3.03413,2.90771,4.42478,5.56258,5.94185,2.90771,6.70038,4.5512,10.6195,2.40202,4.80405,5.43616,3.66625,6.44753,7.83818,5.18331,6.95322,1.26422,4.04551,5
7.32265,3.77574,3.08924,4.11899,5.83524,5.72082,1.71625,7.20824,5.37757,10.8696,2.40275,4.80549,5.26316,4.46224,2.97483,8.92449,5.14874,6.40732,1.83066,2.746,5
5.67376,4.13712,4.25532,4.37352,6.26478,4.84634,2.12766,7.56501,3.6643,9.81087,2.60047,4.01891,5.20095,3.4279,3.6643,8.15603,6.73759,6.73759,2.48227,4.25532,5
5.56161,3.81679,3.92585,4.253,6.21592,4.79826,2.50818,6.97928,4.253,9.92366,2.83533,3.59869,5.12541,3.59869,3.70774,8.61505,6.76118,7.08833,2.29008,4.14395,5
6.83544,3.29114,3.03797,4.17722,6.58228,6.70886,2.1519,7.08861,3.92405,11.2658,2.27848,3.67089,6.20253,2.91139,4.81013,7.72152,5.56962,7.59494,1.39241,2.78481,5
6.50888,3.66864,3.66864,4.14201,6.74556,5.44379,2.01183,6.74556,4.49704,9.94083,2.60355,3.90533,4.85207,4.3787,3.90533,9.23077,5.79882,7.10059,1.77515,3.07692,5
6.31458,3.44432,3.2147,3.67394,6.42939,5.3961,0.918485,6.31458,4.01837,11.7107,1.83697,4.59242,5.85534,3.44432,4.01837,9.52928,6.19977,8.15155,1.72216,3.2147,5
6.69145,3.22181,3.09789,4.33705,6.19579,6.81537,2.3544,7.18711,3.71747,10.9046,2.3544,3.59356,6.44362,3.22181,4.58488,8.17844,5.45229,7.43494,1.48699,2.72615,5
7.22543,3.75723,3.3237,3.46821,5.78035,6.21387,1.5896,7.65896,3.75723,10.6936,1.7341,5.20231,5.92486,3.90173,3.75723,8.67052,4.47977,6.93642,2.45665,3.46821,5
9.6,3.88571,3.31429,4,5.48571,6.62857,2.28571,4.68571,2.97143,11.4286,1.14286,3.2,5.37143,4.57143,3.88571,9.02857,6.05714,8.34286,1.6,2.51429,5
7.58294,3.90995,3.5545,4.50237,5.56872,6.27962,1.77725,5.80569,4.38389,9.47867,2.25118,3.67299,5.21327,3.79147,4.02844,7.109,6.3981,10.3081,1.54028,2.8436,5
8.06075,4.20561,2.1028,5.25701,7.35981,5.84112,2.1028,5.84112,4.6729,9.92991,2.1028,4.55607,4.20561,3.97196,3.50467,8.99533,6.30841,7.47664,1.63551,1.86916,5
7.73672,1.84758,4.73441,4.96536,6.23557,7.04388,1.96305,5.54273,5.1963,7.73672,2.54042,5.1963,3.00231,4.73441,3.23326,8.66051,6.92841,7.73672,2.07852,2.88684,5
7.37327,4.03226,4.26267,4.37788,6.68203,5.76037,2.18894,7.02765,4.26267,8.64055,2.07373,3.80184,5.64516,2.88018,3.91705,8.87097,5.76037,8.98618,1.38249,2.07373,5
7.50383,4.59418,3.67534,3.98162,7.50383,5.97243,3.06279,7.19755,3.06279,9.80092,2.14395,2.90965,5.35988,2.90965,4.13476,8.88208,4.74732,8.42266,2.14395,1.99081,5
7.109,3.90995,4.2654,4.38389,6.63507,6.3981,1.4218,7.109,5.09479,9.71564,2.48815,3.5545,5.33175,3.19905,4.62085,8.88626,4.50237,6.3981,1.65877,3.31754,5
7.56501,3.78251,4.60993,4.13712,6.26478,6.02837,1.30024,6.50118,5.55556,9.92908,2.12766,3.19149,6.02837,3.4279,3.90071,8.86525,4.60993,7.0922,1.65485,3.4279,5
7.54476,3.83632,4.21995,4.34783,6.77749,6.01023,1.27877,6.90537,5.37084,9.84655,2.55754,3.83632,5.24297,3.06905,4.4757,8.95141,4.34783,6.64962,1.79028,2.94118,5
8.18414,3.58056,3.96419,4.09207,6.64962,6.01023,1.53453,6.26598,5.24297,9.97442,2.04604,4.21995,5.37084,3.70844,3.96419,8.05627,4.73146,7.80051,1.79028,2.8133,5
6.71296,3.47222,4.05093,4.39815,6.94444,7.06019,2.5463,5.20833,3.47222,11.2269,1.96759,3.47222,4.86111,4.28241,4.39815,8.21759,5.55556,7.52315,1.96759,2.66204,5
6.82148,3.77358,3.33817,5.07983,6.82148,6.09579,2.46734,5.80552,4.35414,10.5951,1.88679,3.48331,5.07983,4.49927,4.78955,7.54717,4.64441,8.12772,2.32221,2.46734,5
6.1039,3.63636,4.28571,4.41558,6.49351,6.23377,1.81818,6.49351,3.37662,10.9091,1.42857,3.63636,4.93506,4.15584,5.19481,8.96104,4.67532,8.31169,1.94805,2.98701,5
7.59346,3.85514,3.6215,4.78972,5.37383,6.7757,1.75234,6.54206,3.73832,10.3972,1.75234,3.73832,4.78972,4.08879,3.85514,6.42523,6.19159,10.3972,1.75234,2.57009,5
4.95495,2.92793,4.39189,4.16667,5.63063,4.84234,2.47748,8.8964,5.63063,11.4865,3.04054,4.72973,3.49099,2.81532,3.04054,8.55856,6.75676,5.96847,1.23874,4.95495,5
5.06173,3.20988,4.19753,4.19753,5.18519,5.30864,1.97531,8.51852,5.30864,10,3.08642,4.93827,4.93827,2.96296,3.58025,9.01235,5.67901,5.80247,1.48148,5.55556,5
5.0786,3.26481,3.99033,4.23216,5.80411,4.71584,2.29746,9.18984,5.19952,10.52,2.78114,5.19952,4.474,2.78114,3.86941,8.46433,5.80411,6.40871,1.20919,4.71584,5
5.18519,3.85185,3.85185,4.14815,5.92593,5.18519,1.92593,9.62963,4.74074,10.6667,2.51852,5.03704,4.44444,2.51852,3.40741,9.33333,5.33333,6.22222,1.33333,4.74074,5
4.80679,3.29877,3.86428,4.90104,4.71254,5.56079,2.63902,9.33082,6.40905,9.89632,2.92177,5.46654,4.05278,2.26202,3.29877,8.67107,6.03205,5.74929,0.942507,5.18379,5
5.60748,3.27103,4.43925,4.43925,5.95794,4.78972,2.92056,8.99533,4.90654,11.215,2.1028,4.08879,4.43925,3.6215,3.73832,8.76168,4.6729,6.19159,1.16822,4.6729,5
4.76788,3.26223,2.38394,4.89335,6.02258,5.64617,2.88582,8.15558,5.26976,10.9159,2.63488,4.39147,4.01506,2.88582,4.14053,10.4141,6.14806,5.26976,1.50565,4.39147,5
4.7836,3.64465,4.55581,4.32802,4.89749,5.80866,2.3918,8.99772,4.6697,10.7062,1.82232,5.35308,4.7836,3.53075,3.53075,7.63098,5.46697,6.71982,1.82232,4.55581,5
4.82866,3.73832,3.58255,4.6729,6.38629,5.76324,2.49221,8.41121,4.36137,10.5919,2.49221,4.20561,4.51713,2.9595,3.73832,9.65732,5.919,6.38629,1.40187,3.89408,5
4.74684,4.11392,3.79747,4.58861,4.74684,5.22152,2.05696,8.38608,4.27215,10.7595,2.8481,4.74684,4.27215,2.53165,4.58861,10.443,5.06329,6.64557,1.26582,4.90506,5
5.01792,2.98686,4.1816,2.74791,6.21266,6.09319,2.62843,8.60215,5.97372,11.1111,2.03106,4.30108,4.30108,2.50896,4.06213,9.319,5.85424,6.69056,1.19474,4.1816,5
4.4186,3.02326,4.18605,3.83721,6.04651,6.39535,2.67442,8.02326,5.34884,10.814,2.32558,4.4186,4.06977,2.67442,3.72093,9.88372,6.39535,6.16279,1.39535,4.18605,5
4.76744,3.02326,4.18605,3.95349,5.5814,6.16279,2.44186,7.7907,5.34884,11.5116,2.67442,4.76744,4.30233,2.7907,3.60465,9.76744,5.81395,5.46512,1.39535,4.65116,5
4.95751,3.11615,4.67422,3.96601,6.94051,4.67422,1.41643,7.79037,5.38244,11.6147,2.12465,4.67422,4.10765,2.9745,3.96601,9.77337,5.66572,5.52408,1.69972,4.95751,5
4.66258,3.31288,4.29448,4.78528,4.78528,5.03067,2.33129,9.20245,4.90798,9.93865,2.82209,5.15337,5.03067,3.68098,3.43558,8.58896,6.38037,5.64417,1.22699,4.78528,5
4.59641,3.47534,4.82063,4.26009,5.26906,5.04484,2.57848,8.63229,4.14798,11.2108,2.13004,4.4843,4.82063,3.58744,4.3722,8.8565,6.16592,5.8296,1.68161,4.03587,5
4.01891,3.19149,4.72813,4.25532,5.31915,4.84634,2.12766,9.57447,4.84634,10.0473,2.71868,5.20095,5.08274,3.4279,3.30969,8.86525,6.26478,5.91017,1.41844,4.84634,5
3.93812,2.95359,4.5007,4.36006,5.20394,5.90717,2.1097,9.70464,5.06329,9.00141,2.53165,5.62588,5.20394,3.79747,3.65682,9.00141,5.62588,5.20394,1.26582,5.34459,5
5.11034,3.36818,4.41347,5.92334,4.99419,4.64576,3.13589,6.8525,6.03949,9.98839,2.43902,4.52962,4.18118,3.60046,3.71661,8.94309,6.03949,5.22648,1.74216,5.11034,5
5.42929,3.66162,3.28283,5.05051,5.55556,4.41919,2.52525,8.20707,5.55556,10.7323,2.0202,4.92424,4.16667,3.40909,4.0404,8.08081,6.56566,5.30303,1.64141,5.42929,5
5.31178,3.34873,3.23326,4.96536,5.88915,4.38799,2.54042,8.42956,6.00462,10.0462,2.65589,5.1963,4.04157,3.34873,3.57968,9.1224,5.6582,5.6582,1.38568,5.1963,5
5.04926,2.83251,3.69458,4.06404,6.40394,5.29557,2.46305,7.75862,4.55665,11.4532,2.3399,4.92611,3.94089,2.70936,3.44828,10.9606,5.78818,6.40394,1.72414,4.18719,5
4.08315,2.44989,2.82108,6.23608,4.52858,9.65108,1.41054,6.4588,3.56347,9.87379,2.37565,3.56347,3.71195,5.79065,6.38456,7.57238,4.30586,7.49814,1.11359,6.60728,5
4.98652,3.2345,4.98652,3.77358,5.92992,4.85175,1.88679,9.43396,4.1779,11.8598,2.42588,4.58221,4.31267,2.83019,4.04313,8.89488,6.60377,6.06469,1.48248,3.63881,5
4.75651,2.94451,4.30351,4.75651,5.09626,6.00227,3.05776,9.39977,5.09626,10.3058,2.15176,3.96376,5.09626,3.73726,3.17101,9.51302,5.20951,5.77576,1.47225,4.19026,5
5.58036,3.34821,3.79464,3.57143,6.36161,5.91518,2.90179,8.48214,5.13393,11.1607,1.89732,4.79911,4.35268,2.67857,3.90625,8.81696,5.80357,5.91518,1.45089,4.12946,5
5.08083,3.23326,4.15704,4.38799,5.08083,5.1963,2.07852,9.23788,5.42725,10.2771,2.30947,3.4642,4.84988,3.34873,3.4642,10.3926,6.12009,6.12009,1.15473,4.61894,5
4.6697,3.30296,4.32802,3.87244,4.55581,5.12528,2.2779,9.4533,5.23918,10.9339,2.16401,4.44191,4.32802,2.84738,3.30296,10.2506,6.15034,6.03645,1.48064,5.23918,5
